华为吧电影之1,#genre#
剧情片-宝葫芦的秘密,https://m3u.nikanba.live/share/6723445c3b564af3ab5308b1fbfcb155.m3u8
剧情片-狼,https://m3u.nikanba.live/share/6b9523337d5446aca7b2d51a544bb6b5.m3u8
剧情片-月蚀,https://m3u.nikanba.live/share/0f189f48be4943d4bf2f57abdc036e4b.m3u8
剧情片-我爱你,https://m3u.nikanba.live/share/7af9507d72514d4885022c7b0ccd9eb6.m3u8
剧情片-完美新娘,https://m3u.nikanba.live/share/298ef20d478f4ef6bc0580b65fe51b6a.m3u8
剧情片-猎犬,https://m3u.nikanba.live/share/e46f3784f84c4f9f95d8f65fb933798f.m3u8
剧情片-黑暗崛起,https://m3u.nikanba.live/share/6f570a9986fb46d19e4885fa5b0221d6.m3u8
剧情片-特工狂花,https://m3u.nikanba.live/share/25c84636d0bd45eb9a393d923b48a7da.m3u8
剧情片-阿信,https://m3u.nikanba.live/share/df33b8ab8a6f49758c19d800006ba34b.m3u8
剧情片-美国黑帮,https://m3u.nikanba.live/share/3dc58aa3df2d408f9d3b52de006d4399.m3u8
剧情片-强奸,https://m3u.nikanba.live/share/240f8f5912044412b34e114077d42411.m3u8
剧情片-座头市,https://m3u.nikanba.live/share/3194c1ee6a8347f193e7d386e2a602bb.m3u8
剧情片-红杏出墙,https://m3u.nikanba.live/share/a685558cecac4135b38f0ec3f92261d3.m3u8
剧情片-双面君王,https://m3u.nikanba.live/share/30cfbd465d224277a37c0542f260ce7c.m3u8
剧情片-燃烧,https://m3u.nikanba.live/share/1bdb76fee7234d58bad83d52ca1f3f52.m3u8
剧情片-天生一对,https://m3u.nikanba.live/share/d4b5eca1dfe54ca8a8e71e6c247e8a94.m3u8
剧情片-守望者,https://m3u.nikanba.live/share/af196b8f1a3041508009d41e4491bbec.m3u8
剧情片-雏菊,https://m3u.nikanba.live/share/e07030756d7c420fb64e5e7693a97315.m3u8
剧情片-呼啸山庄,https://m3u.nikanba.live/share/5e16a3ad3e4c429782fd0bd691a76472.m3u8
剧情片-斗茶,https://m3u.nikanba.live/share/59b730867ffb4411a28438283e065094.m3u8
剧情片-死亡游戏,https://m3u.nikanba.live/share/d519c9ba574640af9b972d90bcd7b39d.m3u8
剧情片-蛇蝎情人,https://m3u.nikanba.live/share/be9d4d1c95a14ce39a096c228769f4f0.m3u8
剧情片-唯爱永存,https://m3u.nikanba.live/share/3bd86267883449949a162069df722734.m3u8
剧情片-大鱼,https://m3u.nikanba.live/share/d19de20b6d18449b91b9698f0ad84e8d.m3u8
剧情片-宿敌,https://m3u.nikanba.live/share/33b7e008562a4b61a6f5f0ea32776ce2.m3u8
剧情片-娜娜,https://m3u.nikanba.live/share/745d55dc597c41278df2785245cf4e82.m3u8
剧情片-落魄保镖之危机疑云,https://m3u.nikanba.live/share/928a6674a77d4af09b77e1b57873206a.m3u8
剧情片-新世界,https://m3u.nikanba.live/share/99db202fd2c648ea8ec5a76e1e975856.m3u8
剧情片-平凡英雄,https://m3u.nikanba.live/share/2634d0e7479b4e2495bf04c46b5a1823.m3u8
剧情片-圣诞颂歌,https://m3u.nikanba.live/share/705f399b2c554a859e9c38e9f5d0691c.m3u8
剧情片-大地惊雷,https://m3u.nikanba.live/share/6dd795d931b044819345dbe433d35838.m3u8
剧情片-小兵张嘎,https://m3u.nikanba.live/share/456c318f43994201ab891a719a261111.m3u8
剧情片-恋上周日,https://m3u.nikanba.live/share/185a516c5fc1403f85ac4a7f45af80dd.m3u8
剧情片-蜂鸟,https://m3u.nikanba.live/share/6120ed03324e4cb0a680b7c3afc68fec.m3u8
剧情片-英雄,https://m3u.nikanba.live/share/c9cb386a21fc434c8b86a3db5fc58f63.m3u8
剧情片-我们的家园,https://m3u.nikanba.live/share/8de12d22b1884b5a925f177639c98380.m3u8
剧情片-黑色闪电,https://m3u.nikanba.live/share/e542b6a243b14a73924ebf843c6f016c.m3u8
剧情片-活着,https://m3u.nikanba.live/share/099f774c3d494f0c805ce317752b815e.m3u8
剧情片-红色天空,https://m3u.nikanba.live/share/ca561086d0d345d8b7a83577e9ae9698.m3u8
剧情片-香火,https://m3u.nikanba.live/share/54abe60f202e49ffae75ecf411e65c38.m3u8
剧情片-痴男怨女,https://m3u.nikanba.live/share/17be3c0d35f548f59d8140394a9aa5ae.m3u8
剧情片-那就是我的世界,https://m3u.nikanba.live/share/a117154eb88f47148ea6f2b906c31fe1.m3u8
剧情片-冠军,https://m3u.nikanba.live/share/190c6ef3de164b0cba27d8c0322f441b.m3u8
剧情片-暗潮,https://m3u.nikanba.live/share/f8dbb1dc0bfa44ada9c615d378586fc0.m3u8
剧情片-搭错车,https://m3u.nikanba.live/share/edaa9771846d421b875173e29a2d8397.m3u8
剧情片-烈火青春,https://m3u.nikanba.live/share/27b527c3e0874d94823468146b1bf657.m3u8
剧情片-怪物,https://m3u.nikanba.live/share/a3e460429ae94777ab3b9c8461fdc760.m3u8
剧情片-虎王·王者归来,https://m3u.nikanba.live/share/e07a84403d864562b2ff15b053450d41.m3u8
剧情片-雪莉,https://m3u.nikanba.live/share/1b7144c5c8c14436811e9892ae174a0b.m3u8
剧情片-闭上眼睛,https://m3u.nikanba.live/share/bc9fa95d7a344914963400323c2bbd32.m3u8
剧情片-早熟,https://m3u.nikanba.live/share/dc5fee390f814594959e0c6e4e23ae70.m3u8
剧情片-迷途新娘,https://m3u.nikanba.live/share/665f4d1ec0cf4b248476bdd0c607f336.m3u8
剧情片-汪洋中的一条船,https://m3u.nikanba.live/share/1f2fdd9eaf2d44f8a266e464eac74aef.m3u8
剧情片-茜茜公主(国),https://m3u.nikanba.live/share/d138d8a253b44939bcce0eecffc181bd.m3u8
剧情片-彷徨之刃,https://m3u.nikanba.live/share/47e9b389903140fc84441582be92f3f0.m3u8
剧情片-UFO恋人,https://m3u.nikanba.live/share/05aac8e3f0884798ba71efb892f242bc.m3u8
剧情片-焦裕禄,https://m3u.nikanba.live/share/e9d04414d00240d281a594e81aaf061c.m3u8
剧情片-野兽,https://m3u.nikanba.live/share/68a117a9bc3a4df48407cdcd934dcc97.m3u8
剧情片-警察故事4：简单任务,https://m3u.nikanba.live/share/1daa34a280554ff09e2b0569942136dc.m3u8
剧情片-辣警霸王花,https://m3u.nikanba.live/share/27890f8ca15c489fb3b4e683185bf6de.m3u8
剧情片-鬣狗之路,https://m3u.nikanba.live/share/e61b96593dd84fd4944192216070405b.m3u8
剧情片-只有我不在的街道,https://m3u.nikanba.live/share/e71a43eeb98245cd8ece007e9d871758.m3u8
剧情片-野马,https://m3u.nikanba.live/share/c98866298b524fb49b9183f02d2db878.m3u8
剧情片-被拒人生,https://m3u.nikanba.live/share/e0dc353d93124bb880b2e34d74756fe4.m3u8
剧情片-与外婆同行,https://m3u.nikanba.live/share/7a984b5075ac45dfbec708e5f8039f3e.m3u8
剧情片-最后的士达尔文,https://m3u.nikanba.live/share/a48cd6a93b834ee6ad418e06d6728ff0.m3u8
剧情片-第二个妈妈,https://m3u.nikanba.live/share/6b9e8ba0da5c43869e7c2740703f81cf.m3u8
剧情片-击剑手,https://m3u.nikanba.live/share/28355f6867f4438aa9208ecd80cfaf8d.m3u8
剧情片-助产士,https://m3u.nikanba.live/share/1c19e936a4ca440cbe6339f64858eb33.m3u8
剧情片-仅此而已,https://m3u.nikanba.live/share/b65c62ce4c2242d08d9c3f155b12c6c5.m3u8
剧情片-父女情,https://m3u.nikanba.live/share/028aeed9edb946709952b34a007ed939.m3u8
剧情片-记住,https://m3u.nikanba.live/share/6a0c4a1afb6349d2a88e1c163fa08d2b.m3u8
剧情片-兄弟班,https://m3u.nikanba.live/share/7977309b250d408f91a332407410a8a2.m3u8
剧情片-我的国王,https://m3u.nikanba.live/share/f57788f47c344e24863a521eb6afc524.m3u8
剧情片-谜一样的双眼,https://m3u.nikanba.live/share/24d08d45877b4eadaebad952f64a1ba7.m3u8
剧情片-渎职,https://m3u.nikanba.live/share/3231a05bd3e54a89a5644d0283966e95.m3u8
剧情片-麦克白,https://m3u.nikanba.live/share/189b91d814384383bbb7973d67a1b654.m3u8
剧情片-维克多·弗兰肯斯坦,https://m3u.nikanba.live/share/62f55cb9c8824827b7274793ae7feb8a.m3u8
剧情片-黄金花,https://m3u.nikanba.live/share/5926a3f654804204bd5198e34166445b.m3u8
剧情片-特朗勃,https://m3u.nikanba.live/share/fcb3a221d532491a835ab760ff5b59eb.m3u8
剧情片-沙漠女王,https://m3u.nikanba.live/share/bb1e7a5817d14b2dbe2a1eb2d1f9a5f1.m3u8
剧情片-曝光,https://m3u.nikanba.live/share/14f1f0d39e0a402ab8aad1255fafe0ba.m3u8
剧情片-暗色天堂,https://m3u.nikanba.live/share/cbefcd086cc3430b8ce3d4a75acf5030.m3u8
剧情片-桃李花歌,https://m3u.nikanba.live/share/5e7e0ab61b114d45ab3fd0c388e4e071.m3u8
剧情片-裁缝,https://m3u.nikanba.live/share/9d42f5880e4641b5a23a67962b3f5aa6.m3u8
剧情片-我们的故事,https://m3u.nikanba.live/share/75cd0c4736fe4c06b40222dd681cbcb9.m3u8
剧情片-门徒,https://m3u.nikanba.live/share/ef7d48d491034c229d1d93772f2a4a07.m3u8
剧情片-房间,https://m3u.nikanba.live/share/d828111c825c4873b4c652a38e324870.m3u8
剧情片-投名状,https://m3u.nikanba.live/share/35766390488b4629bc35f0633369157e.m3u8
剧情片-星际传奇3,https://m3u.nikanba.live/share/6751acc0cba64036b518946fe4ad564f.m3u8
剧情片-冲上云霄,https://m3u.nikanba.live/share/a88b7610ea61400dbe3a7e59d9d5d6ae.m3u8
剧情片-上流社会,https://m3u.nikanba.live/share/f8c761bccbe944d08e89c37499853f84.m3u8
剧情片-踏血寻梅,https://m3u.nikanba.live/share/3cd0020a9ac84fc8bfde7232a5fbd764.m3u8
剧情片-斗鱼,https://m3u.nikanba.live/share/f0fdb8eaa80647538fc1fd08f97c7707.m3u8
剧情片-黑马王子,https://m3u.nikanba.live/share/53636849aed54505b50ae3b2df1a0984.m3u8
剧情片-存身,https://m3u.nikanba.live/share/930033748ecf4b54a39a1814dd3bd724.m3u8
剧情片-极道追踪,https://m3u.nikanba.live/share/70c293b087d842cc9f25811576f4016c.m3u8
剧情片-如梦,https://m3u.nikanba.live/share/165a4c0b149641a7bc30fca9e243979c.m3u8
剧情片-初始者,https://m3u.nikanba.live/share/587571e966b649d6a9aff2c81f9e09fb.m3u8
剧情片-东风雨,https://m3u.nikanba.live/share/d6bc5ad1484446e2bb61ed189284b48a.m3u8
剧情片-征服,https://m3u.nikanba.live/share/86cc33e9ab1f48bfab384820ab190ef3.m3u8
剧情片-杀人犯,https://m3u.nikanba.live/share/d62df4078f104ec38db4a6adfd683221.m3u8
剧情片-坏中尉,https://m3u.nikanba.live/share/b5116648c5474c03b8006a303d42f966.m3u8
剧情片-百慕大三角,https://m3u.nikanba.live/share/fc6b56315c0d4ebeab4787b93e5d75ed.m3u8
剧情片-罗生门,https://m3u.nikanba.live/share/9e9b51e70b62447ba820040b0ae0051a.m3u8
剧情片-赌城风云,https://m3u.nikanba.live/share/0713b459c6ee4be5967bafabfba49705.m3u8
剧情片-火柴人,https://m3u.nikanba.live/share/88e83881df674a468e6434c40b6b3f37.m3u8
剧情片-空中庭园,https://m3u.nikanba.live/share/843b966099cc4bc7888528ec297d4f4f.m3u8
剧情片-狩猎聚会,https://m3u.nikanba.live/share/47ce333a9604444694e22ebbc831cc82.m3u8
剧情片-天外来菌,https://m3u.nikanba.live/share/6b0b1ea3ae7d4cbc8f6de2d9c7b06d9e.m3u8
剧情片-无极,https://m3u.nikanba.live/share/53f82b1ae2b044858d8d96d112577c74.m3u8
剧情片-飞向太空,https://m3u.nikanba.live/share/8a807292147749a99839519714b6d20e.m3u8
剧情片-移魂都市,https://m3u.nikanba.live/share/876650ec6032420ebdc0c5c8cfa67401.m3u8
剧情片-停不了的爱,https://m3u.nikanba.live/share/a90175f413ca47b6a00bc630a4a3cc74.m3u8
剧情片-十诫,https://m3u.nikanba.live/share/a4b89f888e8c4e16917cf8f197dfb73d.m3u8
剧情片-死神的精度,https://m3u.nikanba.live/share/34b0755083ca4780a5705418279471da.m3u8
剧情片-火线狙击,https://m3u.nikanba.live/share/ec5d28604c2a4d64acf9e1c9c6f8a480.m3u8
剧情片-变脸,https://m3u.nikanba.live/share/d5f0ec6a22c8448b9bd606d816ddff58.m3u8
剧情片-透明人,https://m3u.nikanba.live/share/60a5fc7993314fdcbd52beb0fefeb6d2.m3u8
剧情片-革命之路,https://m3u.nikanba.live/share/df89ed81f52547e78347bc7b39e7adfb.m3u8
剧情片-潘神的迷宫,https://m3u.nikanba.live/share/73170cdedf68405f9f7629e5813ea21a.m3u8
剧情片-K-19：寡妇制造者,https://m3u.nikanba.live/share/a8b81662355d4edabf4b3b700f2bad2a.m3u8
剧情片-停车,https://m3u.nikanba.live/share/0469c4350e2e4f5f825dcd232b43ef52.m3u8
剧情片-大逃杀,https://m3u.nikanba.live/share/56c8b6e86d5d43148acebdab7b6211cb.m3u8
剧情片-鬼马智多星,https://m3u.nikanba.live/share/db2d40dff4c3486fb492f0a8f459251e.m3u8
剧情片-爱神,https://m3u.nikanba.live/share/e03856aba3154747adb36036ea4a89d8.m3u8
剧情片-越过山丘,https://m3u.nikanba.live/share/6aac79e1b5e24245b16de801eaa69caa.m3u8
剧情片-重返青春期,https://m3u.nikanba.live/share/9f06c31f107e483d90dbe42c6074e579.m3u8
剧情片-恋上美人鱼,https://m3u.nikanba.live/share/610ac8bed71941ab8f9ac5567677d8ef.m3u8
剧情片-茜茜公主,https://m3u.nikanba.live/share/900f9a1278cc46429b3c61e8f4ca28b6.m3u8
剧情片-红色罪恶,https://m3u.nikanba.live/share/86da69bee25b492a8c65f20f8593a807.m3u8
剧情片-一一,https://m3u.nikanba.live/share/e0617921871f4751b404257ddd337a9c.m3u8
剧情片-饮食男女,https://m3u.nikanba.live/share/4dce431270234a4db224239155ad8a3b.m3u8
剧情片-小朋友,https://m3u.nikanba.live/share/d2547fc36ca1496fb24a71bf67d787ca.m3u8
剧情片-末路狂花1991,https://m3u.nikanba.live/share/d899b9a568444a2bb6e1323c6665394f.m3u8
剧情片-大鱼2003,https://m3u.nikanba.live/share/edd7787d2e3944c1be27daa45d7ce3e4.m3u8
剧情片-钢铁意志,https://m3u.nikanba.live/share/250b2d15a61f4c528071e4311f15ca5f.m3u8
剧情片-洛丽塔,https://m3u.nikanba.live/share/25beaa5723be4d7095ad6cd52ee6a080.m3u8
剧情片-水俣病,https://m3u.nikanba.live/share/3ef3d4528032425b9c4a4cd856b7d9cc.m3u8
剧情片-致奥利维亚,https://m3u.nikanba.live/share/7e3921d315c046db97af64020de26b36.m3u8
剧情片-新秩序,https://m3u.nikanba.live/share/dd111ad2e6e1454d827eb6bdef0bae85.m3u8
剧情片-新毛驴县令之镇棺古兽,https://m3u.nikanba.live/share/b6fbd4bc88d64a75936da6f71f3d2c81.m3u8
剧情片-新上海滩,https://m3u.nikanba.live/share/89498e5ea23e42698bbd0822a01b808b.m3u8
剧情片-以爱为名,https://m3u.nikanba.live/share/d2b566b06d6643f0a78a0a0775486130.m3u8
剧情片-最美丽,https://m3u.nikanba.live/share/7e86e805a04e45769ef16f9de0132284.m3u8
剧情片-忠犬流浪记,https://m3u.nikanba.live/share/8b8524cd29394feeb3dc98f8aa280dc8.m3u8
剧情片-再见十八班,https://m3u.nikanba.live/share/8281330808a44c59b9ed65c140f4e346.m3u8
剧情片-战疫2020之我是医生,https://m3u.nikanba.live/share/1aeb4c80caec42ab84f0180090952f02.m3u8
剧情片-战疫之疯狂的口罩,https://m3u.nikanba.live/share/e0931b3714484c27adc7481853472298.m3u8
剧情片-战玄武,https://m3u.nikanba.live/share/fad236ba4ec64cdf875f708eee5e6f36.m3u8
剧情片-御龙修仙传2：魔兽疆界,https://m3u.nikanba.live/share/58bc1a71cae64ba7a23ceacc72d260ec.m3u8
剧情片-英雄好汉,https://m3u.nikanba.live/share/1d2452f57d9445ea828b01c663c2c35a.m3u8
剧情片-武汉，你好！,https://m3u.nikanba.live/share/e76c494b960e4e7eb99ee239918c3eb1.m3u8
剧情片-无问西东,https://m3u.nikanba.live/share/b159575ee0b94b0ab422f792ab3d956f.m3u8
剧情片-五亿探长雷洛传2：父子情仇,https://m3u.nikanba.live/share/12500bc3d76a42d1ac9093e0d471c9fa.m3u8
剧情片-豹啸,https://m3u.nikanba.live/share/1b7bb297fd844810a6f64589d03b2e19.m3u8
剧情片-鬼狗杀手,https://m3u.nikanba.live/share/5606d3e8ea58472b8011f208c3fb5fa6.m3u8
剧情片-滑板女孩,https://m3u.nikanba.live/share/359014a444414b9291588f164ad538a6.m3u8
剧情片-深海异变,https://m3u.nikanba.live/share/e67227a323fb4066b18408ffc31c5593.m3u8
剧情片-我们是第一书记,https://m3u.nikanba.live/share/8c875de4f1a647c1961b016fefdecd5b.m3u8
剧情片-我来自北京之玛尼堆的秋天,https://m3u.nikanba.live/share/f1d3007099c6446f8ebbf12e88651b76.m3u8
剧情片-团圆饭之小小少年,https://m3u.nikanba.live/share/f67dafecb24544c09672ea1711ea1a81.m3u8
剧情片-外星人事件2,https://m3u.nikanba.live/share/8e0ec170a9ab4f148656f58312792390.m3u8
剧情片-气球,https://m3u.nikanba.live/share/e7a2872d775c4073b9e7c37dcbd0d5d3.m3u8
剧情片-奇侠义士,https://m3u.nikanba.live/share/6c7dabd60bb14ca1aa8bb5bedf277ac7.m3u8
剧情片-七十七天,https://m3u.nikanba.live/share/d9af2de740c14faeb6ac3106a11ccdc9.m3u8
剧情片-特殊保镖之未来战神蓝理,https://m3u.nikanba.live/share/0f6949fe64e94e439404aeb78cdcd6fe.m3u8
剧情片-七天大圣,https://m3u.nikanba.live/share/dc70b623ef4e4107bf0bc682fe9f8522.m3u8
剧情片-锁龙井,https://m3u.nikanba.live/share/34e773143da049a189c24fe310818494.m3u8
剧情片-速度与激情2,https://m3u.nikanba.live/share/a7abe73ef6904e33bfa9f9dd057c4a68.m3u8
剧情片-时间去哪儿了,https://m3u.nikanba.live/share/7e93dec39523402e9fca1574cf3037d0.m3u8
剧情片-明月几时有,https://m3u.nikanba.live/share/c899f389c8f547dcadfd9ec75f9969d0.m3u8
剧情片-冥王星时刻,https://m3u.nikanba.live/share/6427aa8331074d6588ece7747799ca0c.m3u8
剧情片-密战,https://m3u.nikanba.live/share/7d3239ad6928476e9b17b030d47f01db.m3u8
剧情片-米花之味,https://m3u.nikanba.live/share/2cba84078be84e8ea9bf56e8828abcbb.m3u8
剧情片-大圣无双,https://m3u.nikanba.live/share/ad2c9017b65a46439e6d9e740d53644f.m3u8
剧情片-绿叶对根的情意,https://m3u.nikanba.live/share/682930ffb07a4b78b00fc87728e4ec80.m3u8
剧情片-解救吾先生,https://m3u.nikanba.live/share/5761cf33589f4d55942566f8fcdf1a21.m3u8
剧情片-聊斋新传之画皮人,https://m3u.nikanba.live/share/a7e465548e674e628c67ec6a1c50d1fd.m3u8
剧情片-李雷和韩梅梅,https://m3u.nikanba.live/share/b73ba8f6e64345c186911bc3e6d1e082.m3u8
剧情片-镜像人·明日青春,https://m3u.nikanba.live/share/23eeb5b1e9c04900a36fe0d6af0cc06e.m3u8
剧情片-巨兽岛,https://m3u.nikanba.live/share/f4e4b035071d4848914a640a6960b002.m3u8
剧情片-决战食神,https://m3u.nikanba.live/share/2f9c4d1e1a804f268fc1978a583060ca.m3u8
剧情片-老兽,https://m3u.nikanba.live/share/af661fa0bba643c49d4a735b9e335ffa.m3u8
剧情片-兰陵王之泣血刀锋,https://m3u.nikanba.live/share/332766a4be3b4ab7a236f1cc1eb13c4c.m3u8
剧情片-大雪冬至,https://m3u.nikanba.live/share/258a6d80bbd741d6b2927079f83f6f76.m3u8
剧情片-百万美元宝贝,https://m3u.nikanba.live/share/954578240c384fe088e2e66422a5d183.m3u8
剧情片-东北新青年,https://m3u.nikanba.live/share/9d3e3556f3e8440e88c2bd62e9b09ff8.m3u8
剧情片-窦娥奇冤,https://m3u.nikanba.live/share/130eec92cef746e990c0099a886b82a2.m3u8
剧情片-防线—爆弹危机,https://m3u.nikanba.live/share/1337ef3659c848748eab90fdac6c3353.m3u8
剧情片-风起洛阳之阴阳界,https://m3u.nikanba.live/share/884989fc3f8244afbc6d26f446d3eedd.m3u8
剧情片-飞吧，冰上之光,https://m3u.nikanba.live/share/5c493416113b4c1e8443f575874a2d85.m3u8
剧情片-狗果定理,https://m3u.nikanba.live/share/bb6abacfeb3d4a31afc0935393dd30ac.m3u8
剧情片-摩托日记,https://m3u.nikanba.live/share/5b53829aef5e4b519e1ef00d59b34049.m3u8
剧情片-古董局中局之国画密码,https://m3u.nikanba.live/share/6fb2190f9c114f02a45632f49027a4c1.m3u8
剧情片-行运扫把星,https://m3u.nikanba.live/share/1a87183d9ec94ec7871a79a57a6bebba.m3u8
剧情片-花季的救赎,https://m3u.nikanba.live/share/d2ee9c538aaa4386bfb6661b9ee8ee9f.m3u8
剧情片-换脸·圆梦时分,https://m3u.nikanba.live/share/f510859108164396895babd59e4ebfb8.m3u8
剧情片-王的盛宴,https://m3u.nikanba.live/share/fecc057f333c48c39358f2ddac46282d.m3u8
剧情片-防弹武僧,https://m3u.nikanba.live/share/1930ac5f900342eeac186d5ba0cf2c15.m3u8
剧情片-怪物,https://m3u.nikanba.live/share/f86278dd0be04f4b90736426918bad6b.m3u8
剧情片-逃离德黑兰,https://m3u.nikanba.live/share/b30e818f5a1f4b6ca51e56ae513a5903.m3u8
剧情片-超脱,https://m3u.nikanba.live/share/601e41492a0f4be888ff9bcd136c7ac5.m3u8
剧情片-惊天魔盗团,https://m3u.nikanba.live/share/09c6fdaea42f4959ac5b4d8d01784a61.m3u8
剧情片-美丽心灵,https://m3u.nikanba.live/share/e30e096611c14920a9d2a64e626aa672.m3u8
剧情片-速度与激情,https://m3u.nikanba.live/share/d1dd26db62ee4d37bdb0b085699faaf1.m3u8
剧情片-手卷烟,https://m3u.nikanba.live/share/63e2ecc716844403a3f9b4036fc068e2.m3u8
剧情片-花样厨神,https://m3u.nikanba.live/share/d8c06596312748c7867f1b42941ddfd9.m3u8
剧情片-全民目击,https://m3u.nikanba.live/share/ca42465195f64058919886983bd095da.m3u8
剧情片-念书的孩子,https://m3u.nikanba.live/share/a866dcdcd2164291b306b7c9c38451e9.m3u8
剧情片-圣诞玫瑰,https://m3u.nikanba.live/share/2943b2ac95604768b6e6cfdd756e0b1e.m3u8
剧情片-桃姐,https://m3u.nikanba.live/share/e006a1033b374bc7852a2f7381d594cd.m3u8
剧情片-消失的子弹,https://m3u.nikanba.live/share/30727639ea394ac8b017fcecaca209b2.m3u8
剧情片-电影人生,https://m3u.nikanba.live/share/de7568693db14765a2efcaa07b1cf7e8.m3u8
剧情片-雨果,https://m3u.nikanba.live/share/550cfbfdeefd44d58c32b13952d0792f.m3u8
剧情片-止杀令,https://m3u.nikanba.live/share/94075821368d4cb19deaecaf2a2c05bb.m3u8
剧情片-致命对决,https://m3u.nikanba.live/share/2cee4c1d77704c6d8603341f13b27668.m3u8
剧情片-怒火救援,https://m3u.nikanba.live/share/a06866f4e82d4460bb69a0b8b5831a61.m3u8
剧情片-最爱,https://m3u.nikanba.live/share/65199e45120b4bc3b19d655a79b45d0a.m3u8
剧情片-转山,https://m3u.nikanba.live/share/2b111d7375904aef91ec51a91e936897.m3u8
剧情片-忠烈杨家将,https://m3u.nikanba.live/share/0a115b80fbae4b48a8071ad00988da19.m3u8
剧情片-四兄弟,https://m3u.nikanba.live/share/32d58a548bc042d5b5616e202b5f6488.m3u8
剧情片-忘不了,https://m3u.nikanba.live/share/82a47978deca4dd58d58ce45bed660b3.m3u8
剧情片-伊丽莎白镇,https://m3u.nikanba.live/share/5c865e45816d49379f98e3cd487eff2a.m3u8
剧情片-间谍,https://m3u.nikanba.live/share/c89bf41272754bfeb31f84a9ea3d0954.m3u8
剧情片-到阜阳六百里,https://m3u.nikanba.live/share/b16683651a244a5e881f24040716c884.m3u8
剧情片-竞雄女侠秋瑾,https://m3u.nikanba.live/share/d64af9cc971641d199b8521393bb2905.m3u8
剧情片-绝美之城,https://m3u.nikanba.live/share/98ca7cce1df44e83ac2dfd38edc6d684.m3u8
